city,state,median household income (dollars)_2017,monthly cost_2017,owner occupied income_2017,owner occupied cost_2017,renter occupied income_2017,renter occupied cost_2017
ottawa,oh,44872,706,67070,917,23994,594
ottumwa,ia,38395,661,48928,673,22119,637
owatonna,mn,56555,878,74048,979,29884,758
owego,ny,47228,774,66544,919,22292,644
owensboro,ky,42639,736,56806,798,29236,695
owensville,mo,35857,633,40313,652,25758,620
owosso,mi,38290,674,47546,667,25691,682
oxford,ms,40320,895,78586,1030,23367,859
oxford,nc,36406,785,54063,856,20521,716
oxford,oh,26979,772,95843,756,15156,775
oxnard,ca,67085,1591,86961,1745,50815,1492
ozark,al,37368,589,53333,626,21096,578
ozark,ar,22538,582,35938,431,13735,627
ozona,tx,51685,417,54509,359,25938,540
pacific,mo,50025,834,55156,998,29362,747
paden city,wv,43415,492,51131,424,14784,662
paducah,ky--il,38474,693,54981,753,23061,634
page,az,60250,895,72056,866,41433,918
pageland,sc,34207,582,46719,505,25855,655
pagosa springs,co,39527,818,42026,775,36660,833
pahokee,fl,25508,557,37578,677,18570,534
pahrump,nv,41099,774,44953,700,29842,826
paintsville,ky,31067,580,48672,580,16266,580
palacios,tx,41810,489,47891,440,28500,768
palatka,fl,28307,625,38938,578,16918,681
palestine,tx,37415,730,50798,694,28824,746
palm bay--melbourne,fl,52070,937,60455,890,36650,991
palm coast--daytona beach--port orange,fl,43914,870,51891,775,31163,970
palmyra,mo,44447,629,57670,633,31510,624
palmyra,ny,38992,804,61705,1024,26071,730
paloma creek south--paloma creek,tx,89600,1630,88587,1596,90652,1738
pampa,tx,46825,594,54780,511,27935,761
pana,il,41937,606,50540,625,20958,587
panama city,fl,49722,945,62258,926,35649,956
panama city northeast,fl,47681,786,55105,835,25456,732
paola,ks,41786,836,68590,954,16650,683
paoli,in,32378,590,45181,570,22708,632
paradise,ca,47605,937,51076,799,37542,1057
paragould,ar,43078,707,53970,703,28791,710
paris,ar,31224,441,39833,419,12661,446
paris,il,38955,612,50076,619,17670,608
paris,ky,40900,756,60477,781,26386,734
paris,tn,35592,609,44318,648,21039,579
paris,tx,34917,630,48750,569,24455,667
park city,ut,110861,1765,147750,2018,64950,1419
parker,az--ca,36936,556,42083,468,31068,737
parkersburg,wv--oh,42328,624,53261,583,24702,662
park rapids,mn,33528,678,49152,771,19450,481
parlier,ca,31301,815,47679,986,24492,772
parowan,ut,40859,771,41615,597,37734,887
parsons,ks,40755,673,56338,728,20772,627
pascagoula,ms,40671,739,51047,656,25518,780
patterson,ca,61862,1413,77795,1477,51852,1363
patton,pa,39402,554,52426,599,21512,441
paulding,oh,41587,597,54444,593,30714,598
pauls valley,ok,37851,610,46779,546,27170,631
pawhuska,ok,31059,547,39135,449,23333,639
pawleys island,sc,68033,1119,71856,1115,52350,1124
pawnee,il,61458,960,78005,998,30795,916
paw paw,mi,49122,710,62500,795,26899,599
paw paw lake--hartford,mi,42458,712,50738,754,29826,690
paxton,il,48704,625,54760,710,29167,588
payson,az,41749,793,47976,766,26306,866
peaceful valley,wa,39063,937,45266,762,24954,994
pearisburg,va,49754,729,53023,807,42311,675
pearsall,tx,38810,557,43492,479,35045,727
pecan acres,tx,61193,940,70223,951,39107,928
pecan plantation,tx,77596,981,79288,920,36028,1197
pecos,tx,55086,470,57525,386,48393,774
pelham,ga,26610,620,32537,637,21367,599
pella,ia,62379,924,74310,975,45208,851
pell city,al,43590,792,53488,943,30841,744
pembroke,nc,21432,543,40156,468,14072,566
pendleton,or,48704,788,67822,941,31017,697
penn yan,ny,35238,779,59150,863,21287,751
pensacola,fl--al,49064,908,59035,868,35442,939
peoria,il,53798,817,67571,874,30491,744
peotone,il,80647,1117,82917,1273,51875,844
perham,mn,49519,740,55408,772,41632,735
perry,fl,31624,429,31928,379,26122,576
perry,ia,42383,764,52462,825,33729,734
perry,mi,56346,856,63980,1011,37770,705
perry,ny,47321,751,63255,822,28641,712
perry,ok,48493,724,59583,702,32924,745
perryton,tx,47381,646,48914,566,43616,730
perryville,mo,47138,696,61227,721,25918,666
peru,in,36393,601,45008,569,21581,639
peru--lasalle,il,46570,724,57761,719,23224,729
peshtigo,wi,43295,672,61573,727,25743,645
petaluma,ca,84139,1792,100018,1982,61797,1642
peterborough,nh,68486,1037,79154,1265,40658,961
petersburg,il,47596,770,68625,851,21500,561
petersburg,wv,37240,629,41063,632,25583,636
petoskey,mi,41306,788,64866,866,30827,763
phelan,ca,52890,1175,54886,1243,46080,1109
philadelphia,ms,35540,605,46362,504,25705,697
philadelphia,pa--nj--de--md,64922,1227,85490,1401,36630,1074
philippi,wv,21273,497,39483,441,13800,522
philipsburg,pa,42348,676,52241,738,20781,562
phillipsburg,ks,45559,615,48750,628,24107,595
phoenix--mesa,az,57497,1072,73302,1121,40363,1027
picayune,ms,40245,704,56250,619,26112,754
picture rocks,az,47787,885,54375,894,33750,865
piedmont,al,26818,521,38438,512,16722,567
pierre,sd,55807,717,77487,891,32093,616
piggott,ar,30838,610,32140,598,27391,621
pikeville,ky,39342,667,57434,626,28003,672
pilot point,tx,50096,1000,54093,983,36575,1045
pinckneyville,il,33821,528,52652,552,21671,445
pine bluff,ar,34505,677,44807,639,23445,704
pine city,mn,33000,766,53542,928,16705,660
pine grove,pa,42972,704,47270,739,30078,650
pinehurst--southern pines,nc,63070,961,76100,1010,36693,903
pine island,mn,67423,1027,94865,1141,26349,932
pine ridge,sd,37031,448,31471,427,39115,461
pipestone,mn,38038,562,50472,571,26401,542
piqua,oh,44189,718,51565,754,31792,691
pittsboro,nc,50200,909,58233,958,30993,873
pittsburg,ks,34005,702,53168,688,21347,705
pittsburg,tx,34360,583,49240,463,21994,668
pittsburgh,pa,56627,866,72963,925,31462,802
pittsfield,il,39021,619,48500,655,19604,577
pittsfield,ma,47608,913,66497,1080,26563,799
placerville--diamond springs,ca,54349,1177,64975,1295,31216,1082
plain city,oh,73455,1109,84318,1352,38285,794
plainview,mn,59171,905,64125,986,35484,633
plainview,tx,45088,627,56078,595,30170,644
planada,ca,42037,808,47944,856,33194,750
platte city,mo,83638,1133,93619,1346,50506,1004
platteville,wi,41149,785,65699,827,25366,759
plattsburgh,ny,47959,837,70242,975,30384,784
plattsmouth,ne,49092,871,55446,954,42778,781
pleasant hill,mo,61022,927,75341,961,36843,888
pleasanton,tx,59184,800,77292,650,39306,875
pleasant view,tn,73728,1052,75250,1026,60938,1303
plumas lake,ca,92707,1797,93936,1805,58516,1772
plymouth,in,41956,697,55744,700,25602,692
plymouth,nh,38958,923,73460,1245,14480,860
plymouth,nc,24103,565,56607,684,11795,543
plymouth,wi,52039,797,71225,1030,31769,674
pocahontas,ar,35398,538,48277,518,17477,572
pocatello,id,45611,734,62695,824,25544,658
pocomoke city,md,33333,858,49659,876,21123,850
pocono woodland lakes,pa,72685,1273,77141,1273,24732,1267
poinciana,fl,41821,1072,44560,1028,33818,1126
poinciana southwest,fl,43774,1074,39952,993,44888,1210
point pleasant--gallipolis,oh--wv,32441,520,43015,479,19628,585
pojoaque,nm,50827,693,57833,545,36938,867
polk city,ia,97575,1440,105147,1603,61698,1113
polson,mt,32691,726,40151,1009,29375,627
ponca city,ok,43741,643,52222,619,31486,663
ponce,pr,16649,263,23937,243,7916,374
pontiac,il,45042,709,57141,747,27745,671
pontotoc,ms,45000,598,55795,622,37014,586
poolesville,md,144434,2015,154375,2070,125000,1851
poplar,mt,23158,311,29667,290,19375,326
poplar bluff,mo,34547,673,46597,621,24276,688
poplar-cotton center,ca,21696,648,31548,716,18561,550
portage,pa,46615,549,53608,569,25543,505
portage,wi,44861,763,63725,857,28569,709
portageville,mo,29894,551,57552,578,18707,542
portales,nm,31887,715,41455,642,20445,780
port angeles,wa,41917,888,59915,931,30104,865
port arthur,tx,46775,726,58927,648,30181,791
port barre,la,27098,395,29891,341,15781,651
port clinton,oh,49383,744,59770,783,28883,661
porterville,ca,38132,898,50087,967,26828,854
port hadlock-irondale,wa,46949,832,56070,779,30039,852
port huron,mi,47340,787,59984,805,26475,762
port isabel--laguna heights,tx,38641,773,48459,716,27760,823
port jervis,ny--pa,47854,1053,63621,1175,30578,955
portland,in,36610,558,46466,512,19784,584
portland,me,58820,1179,81575,1418,36343,998
portland,mi,64388,860,72381,863,32984,855
portland,or--wa,66236,1300,88106,1520,42461,1129
portland,tn--ky,50222,910,60290,949,32604,816
port lavaca,tx,53090,674,62434,640,34286,698
portola,ca,31538,738,46750,799,20536,648
port st. joe,fl,38977,808,46216,715,33705,1010
port st. lucie,fl,49527,991,55940,921,36080,1085
portsmouth,nh--me,76623,1406,96934,1632,48979,1199
portsmouth,oh--ky,32734,580,50799,596,16673,569
port townsend,wa,48188,937,59448,959,27283,929
post,tx,51313,582,60833,509,46657,731
poteau,ok,37972,584,46523,547,28259,605
poteet,tx,37328,585,46060,480,29504,709
potosi,mo,33555,496,48646,550,22944,483
potsdam,ny,31726,773,78750,965,17577,727
pottstown,pa,66053,1246,83571,1418,32280,949
pottsville,pa,45229,689,56928,723,26990,650
poughkeepsie--newburgh,ny--nj,73528,1484,95005,1826,38441,1178
powell,wy,52188,736,60614,734,38818,715
prairie du chien,wi--ia,40072,626,51962,665,21774,564
prairie du sac--sauk city,wi,62230,1061,78151,1291,40972,871
prairie grove,ar,58385,912,65192,979,28804,665
prairie view,tx,24779,835,56250,447,20273,979
pratt,ks,49524,709,60516,708,41154,712
premont,tx,31466,431,33036,394,29318,808
prescott,ar,30408,611,44861,433,21209,666
prescott,wi,74688,1156,84832,1436,22012,832
prescott valley--prescott,az,48723,871,55717,825,34882,905
presidential lakes estates,nj,75208,1356,76823,1319,59015,1515
presidio,tx,22319,371,27125,301,13981,438
presque isle,me,34104,671,48875,758,23237,625
preston,id,43135,781,54375,863,29827,661
prestonsburg,ky,32000,569,40151,594,14006,514
price,ut,48255,642,55479,653,28143,640
prince frederick,md,70989,1414,102727,1733,30223,967
princess anne,md,25566,749,67832,1156,13727,679
princeton,il,51405,746,65412,847,26648,580
princeton,in,41863,645,48026,652,31643,644
princeton,ky,42461,589,48771,599,30875,571
princeton,mn,40593,782,52842,746,34375,804
princeville,hi,64167,1609,66875,1435,49688,1906
prineville,or,34572,766,46748,755,29177,766
providence,ri--ma,59329,1142,84595,1491,32475,929
provincetown,ma,43542,1207,51941,1354,27198,1094
provo--orem,ut,66268,1154,82873,1306,40127,951
pryor creek,ok,41355,659,48713,598,33788,681
pueblo,co,39791,811,52884,859,25508,779
pukalani--makawao--haiku-pauwela,hi,79688,1515,93472,1741,57110,1307
pulaski,tn,33960,601,46000,498,23617,616
pulaski,va,42478,605,52509,575,26941,619
pulaski,wi,50675,716,45859,653,51045,742
pullman,wa,30447,818,90544,1304,20340,751
punxsutawney,pa,30922,592,49615,596,18281,588
purcell,ok,46615,722,51885,713,29479,723
purcellville,va,129161,2270,133942,2447,58415,1393
quarryville,pa,53914,1016,60045,872,44333,1126
quartzsite,az,31250,305,49798,265,21943,516
quincy,fl,31470,646,46660,749,16160,586
quincy,il,44369,664,58489,720,24360,612
quincy,wa,56316,771,67650,840,38711,746
quitman,ga,29087,598,35238,587,25104,602
quitman,tx,43021,704,51316,724,26667,686
racine,wi,52722,923,66849,1051,30479,817
rainbow lakes estates,fl,45767,653,44789,520,50650,862
raleigh,nc,73062,1178,95105,1331,44977,1046
ramona,ca,78657,1807,87094,2041,61038,1304
ramseur,nc,32042,677,40223,693,25903,668
rancho calaveras--valley springs,ca,58427,1534,69760,1503,50849,1595
rancho murieta,ca,100345,2058,101897,2140,72500,1648
rantoul,il,44273,699,59315,675,30728,730
rapid city,sd,51041,892,65494,1030,29150,788
rathdrum,id,53065,994,60553,1001,36179,957
raton,nm,27126,511,38906,436,14772,585
ravena,ny,50118,927,73641,1134,35438,809
ravenswood,wv,35417,574,41726,397,24917,785
rawlins,wy,60638,891,69867,897,47615,888
raymond,wa,34219,569,42315,571,18850,517
raymondville,tx,24809,461,28011,410,17628,590
rayne,la,35050,526,40642,540,25690,501
rayville,la,26071,595,42277,540,18327,626
reading,pa,53505,979,68861,1080,29429,875
red bluff,ca,33417,800,51112,795,23211,802
red bud,il,54980,760,67750,812,27000,656
redding,ca,44313,1016,61573,1087,31655,978
red hook,ny,76544,1420,92155,1706,38000,1191
redmond,or,50972,1028,66409,1109,30245,947
red oak,ia,35127,612,45553,563,24509,679
red springs,nc,24549,556,37908,604,15031,554
red wing,mn,49327,847,72591,962,27288,749
redwood falls,mn,45918,639,53922,584,31689,709
reedley--dinuba,ca,42318,954,57415,1040,31649,910
reedsburg,wi,46574,826,68696,971,29605,759
reedsport,or,34888,582,38208,574,21473,588
refugio,tx,49125,550,58818,502,22273,586
reidsville,ga,23248,511,26719,490,18504,519
reidsville,nc,35601,662,47704,674,22342,660
reno,nv--ca,57045,1044,74736,1196,39454,940
rensselaer,in,42964,747,68309,794,25757,713
rexburg,id,26486,678,62500,821,17924,669
reynoldsville,pa,34966,555,46546,551,21806,552
rhinebeck,ny,66111,1351,91830,1649,44438,1193
rhinelander,wi,42192,830,51320,886,32326,776
rice lake,wi,42739,752,58405,860,21750,638
richfield,ut,41840,790,55972,857,24885,747
richgrove,ca,25405,718,38571,772,18974,667
richland center,wi,40641,671,49745,724,28454,605
richlands,va,30427,528,39346,497,20615,576
richlands south,nc,59180,1114,62580,1122,53780,1101
richmond,in--oh,34888,661,50175,668,22039,658
richmond,ky,38702,687,67296,903,25099,651
richmond,mi,52300,992,69451,1253,21548,627
richmond,mo,35764,590,58789,610,18152,583
richmond,va,61087,1141,81917,1260,38383,1047
ridgecrest,ca,59864,893,77109,934,37611,877
ridgefield,wa,94287,1576,106995,1644,67344,1413
ridgeland,sc,32396,771,39946,725,22212,782
ridge manor,fl,39159,610,43542,396,31042,935
ridgway,pa,42172,533,52782,576,22500,483
rifle,co,60464,1062,68594,1151,38750,960
rigby,id,53032,811,58234,833,44129,800
rincon,ga,62854,1093,74819,1167,44967,994
rio bravo--el cenizo,tx,23989,394,26526,374,18500,499
rio dell,ca,35870,979,54803,1118,30313,888
rio grande city--roma,tx,26999,389,32303,344,18352,535
rio hondo,tx,36842,445,41509,473,21875,395
rio rico northeast,az,49351,999,57713,1070,46549,636
rio vista,ca,64056,1288,65701,1152,45956,1399
ripley,ms,34082,576,44792,554,32025,575
ripley,tn,27015,658,46875,763,18924,617
ripley,wv,32253,617,53400,563,21000,650
ripon,wi,51526,782,66442,837,26431,744
riverdale,ca,49667,1043,54110,1033,28106,1048
river falls,wi,55158,914,87292,1248,40622,804
riverside--san bernardino,ca,60293,1357,77315,1517,39658,1207
riverton,wy,49038,750,60500,760,36784,733
roanoke,al,35882,543,50781,473,27083,566
roanoke,va,51281,869,64545,931,32018,823
roanoke rapids,nc,33542,726,52553,756,20308,700
roaring spring,pa,44592,724,54750,689,32457,741
robertsdale,al,45872,913,55351,1042,31413,793
robinson,il,43875,626,48766,631,24593,617
robstown,tx,34341,541,46165,476,17632,707
rochelle,il,49735,829,61336,900,34548,763
rochester,in,43524,634,50111,598,26866,641
rochester,mn,68078,1022,84510,1101,35815,890
rochester,ny,54328,972,74996,1097,29692,873
rockdale,tx,34400,660,42432,657,29059,663
rockford,il,50497,854,64090,941,29780,760
rockford,mn,67384,993,78542,1176,43807,852
rock hill,sc,52026,928,68387,999,30248,877
rockingham--hamlet,nc,29248,583,41789,514,17290,603
rockland,me,41451,775,54345,871,25897,736
rockmart,ga,31573,727,45858,748,21152,726
rockport,tx,46914,765,57716,758,33470,779
rock springs,wy,72603,884,81281,834,40134,925
rock valley,ia,57356,802,67278,853,33304,703
rockville,in,38105,562,48581,579,17447,498
rocky ford,co,33273,578,47675,435,24964,698
rocky mount,nc,38798,822,54239,927,24495,738
rocky mount,va,31049,550,38514,506,21203,615
rogers city,mi,35954,554,44031,565,18088,529
rogersville,mo,46047,837,54491,914,28500,699
rogersville,tn,37216,565,52250,656,22010,528
rolla,mo,33717,693,61703,672,22618,699
romancoke,md,96696,1541,98611,1509,91250,1809
rome,ga,40131,732,60144,792,29044,705
rome,ny,47215,781,63456,865,29002,748
roosevelt,ut,62083,964,71655,1084,38472,840
rosamond,ca,52711,1017,68839,1104,40674,907
roseau,mn,56507,714,72583,752,31125,681
roseburg,or,42904,807,54806,875,31124,775
rose hill,ks,73000,1070,79306,1204,27279,819
roswell,nm,40816,653,50073,551,29697,723
round lake beach--mchenry--grayslake,il--wi,74218,1357,85334,1454,46735,1147
roxboro,nc,25951,613,45625,540,18378,627
roxborough park,co,114599,1941,117772,1947,68750,1880
royston,ga,21425,530,49148,514,15651,531
rugby,nd,38698,633,51926,627,23313,631
ruidoso,nm,41219,676,46750,686,27135,682
ruleville,ms,30233,549,43000,559,17115,580
rumford,me,27270,542,38275,532,15822,561
running springs,ca,65032,1188,75117,1237,36164,1150
rupert,id,36230,557,38424,482,32696,615
rush city,mn,45660,807,69318,925,22569,643
rushville,il,36799,557,45956,531,30372,595
rushville,in,41020,670,47308,689,24779,649
rusk,tx,39779,639,46771,544,33548,862
russell,ks,48776,716,55821,763,15542,414
russells point,oh,36344,592,42700,575,22604,650
russellville,al,40648,584,46078,542,22776,633
russellville,ar,35302,640,48845,619,26226,647
russellville,ky,27392,571,51920,645,16250,545
ruston,la,25662,676,62792,642,16692,680
rutland,vt,42787,888,61071,1086,24015,785
sabetha,ks,51571,606,62688,574,34125,646
sabina,oh,35147,712,51579,757,24583,681
sacramento,ca,63874,1315,86148,1545,41103,1152
safford,az,47521,790,60836,783,26744,794
saginaw,mi,37994,711,48821,678,23545,737
sahuarita--green valley,az,57274,854,59583,689,47601,1216
st. albans,vt,51344,1008,69708,1121,30341,932
st. anthony,id,42316,712,50481,768,29962,659
st. augustine,fl,54145,955,65377,866,36114,1047
st. charles,mn,65143,851,74743,1071,24009,549
st. clair,mo,44167,809,61429,931,31766,729
st. cloud,mn,50609,867,70847,1060,31978,760
ste. genevieve,mo,40592,610,53276,532,23286,748
st. francis,mn,74713,1263,80156,1347,42415,936
st. george,ut,55478,972,62456,974,37985,971
st. helena,ca,79972,1404,97150,1448,46750,1367
st. helens,or,57266,1056,72362,1213,30887,885
st. ignace,mi,38173,613,55066,740,23674,581
st. james,mn,43576,633,52853,645,28147,602
st. james,mo,38059,682,54940,681,30625,661
st. james,nc,79732,1547,76692,1491,100469,1693
st. johns,mi,48663,811,67400,920,33165,725
st. johnsbury,vt,35219,788,49554,962,26435,744
st. joseph,il,83323,1088,90864,1178,22083,751
st. joseph,mo--ks,46233,749,57972,758,30149,743
st. louis,mo--il,58575,983,76170,1095,33739,876
st. maries,id,40375,677,50870,836,30455,541
st. martinville,la,32262,512,48125,477,19088,624
st. marys,ks,62361,829,71000,881,45272,767
st. marys,oh,49458,732,57420,805,30910,711
st. marys,pa,44332,554,56213,540,26280,571
st. marys,wv--oh,49635,501,62853,481,18478,552
st. marys--kingsland,ga,52407,1004,67784,1072,40260,968
st. pauls,nc,30712,566,41406,532,21958,570
st. peter,mn,53750,919,70258,945,30578,900
st. simons,ga,79496,1335,97529,1428,55033,1195
salamanca,ny,30158,580,42422,545,20833,614
salem,il,40462,596,47988,608,24811,562
salem,in,35750,608,49231,616,19375,600
salem,mo,29519,489,41563,564,19398,477
salem,nj,27197,934,60294,1084,16719,884
salem,oh,44068,655,56880,647,24047,650
salem,or,52948,979,70439,1182,34820,875
salida,co,43391,763,55188,749,31111,766
salina,ks,46650,784,58239,843,29581,739
salinas,ca,59426,1363,81626,1620,43799,1233
salisbury,md--de,48912,1019,65942,1039,33532,1003
sallisaw,ok,29371,593,42500,555,24620,631
salmon,id,29821,631,42188,599,20861,649
salt lake city--west valley city,ut,67541,1160,83523,1288,42343,1013
saluda,sc,27238,546,36816,427,17440,611
san angelo,tx,46723,820,59985,807,32515,832
san antonio,tx,54784,990,71692,1049,36969,950
san carlos,az,28203,285,29375,212,26993,423
sandersville,ga,30542,603,44688,554,16753,644
san diego,ca,70218,1639,96331,1946,50311,1468
san diego,tx,21531,427,24350,363,18750,713
sandpoint,id,40868,865,55625,925,23856,803
sandusky,mi,33036,608,53824,747,17604,534
sandusky,oh,44452,749,58959,806,29688,686
sandy,or,64031,1258,72669,1303,45417,1152
sanford,me,37139,912,58175,1136,24575,802
sanford,nc,48763,783,63841,947,29902,722
san francisco--oakland,ca,89733,1848,120803,2244,63965,1656
sanger,ca,41871,966,64365,1105,28151,878
sanger,tx,62052,1106,62034,1007,65017,1209
san germán--cabo rojo--sabana grande,pr,15988,247,21368,199,9107,421
san joaquin,ca,24661,773,51932,1027,16051,539
san jose,ca,107171,2154,135840,2430,78840,1972
san juan,pr,22831,455,29142,396,13137,505
san luis,az,33658,730,40073,759,21980,673
san luis obispo,ca,50376,1434,92438,1577,32196,1405
san manuel,az,45030,609,43621,456,45675,815
san marcos,tx,35814,943,63778,855,27259,954
san saba,tx,28714,636,36250,610,26061,682
santa barbara,ca,76086,1814,112443,2129,52192,1690
santa clarita,ca,94998,2044,114502,2294,61607,1766
santa cruz,ca,75901,1789,98806,2021,49692,1658
santa fe,nm,54225,1015,64356,1035,40312,999
santa isabel,pr,12854,248,18835,206,6637,381
santa maria,ca,61423,1375,78026,1436,44372,1326
santa paula,ca,54718,1248,75684,1492,34781,1166
santaquin,ut,68910,1147,72446,1198,45909,938
santa rosa,ca,68785,1554,88876,1685,50429,1459
santa rosa,nm,23906,419,33750,436,16314,425
santa rosa beach,fl,69149,1349,84157,1346,60278,1352
saranac lake,ny,51357,854,76023,1119,33561,738
sarasota--bradenton,fl,52796,949,60454,855,38548,1079
saratoga springs,ny,76621,1262,93901,1402,47019,1106
sauk centre,mn,51433,740,70246,856,40177,547
sault ste. marie,mi,40060,667,56372,710,19384,630
savanna,il--ia,40703,601,52131,572,27694,632
savannah,ga,51429,1050,70940,1125,36146,998
savannah,mo,46139,804,60306,895,29968,728
savannah,tn,34147,578,40046,554,19746,606
saw creek,pa,56217,1296,64464,1253,34556,1483
sayre,ok,25841,525,36583,641,20185,421
sayre--waverly,pa--ny,40713,743,58750,778,26458,702
schulenburg,tx,39536,558,47000,504,23393,789
schuyler,ne,53847,655,54250,646,53385,651
scott city,ks,58623,781,69286,762,51771,789
scott city,mo,41500,630,48939,585,27925,708
scottsbluff,ne,45734,802,59034,864,29028,731
scottsboro,al,37954,608,51637,652,21139,590
scottsburg,in,41533,732,51798,716,25844,754
scottsville,ky,30733,593,46477,500,27553,622
scranton,pa,45842,786,61288,844,26838,735
sealy,tx,51827,779,67955,730,24985,871
searcy,ar,39821,693,53615,708,27204,689
seaside,or,42762,931,60428,986,29907,890
seaside--monterey,ca,71019,1584,92437,1711,57826,1542
seattle,wa,76712,1494,101020,1739,51002,1302
sebastian--vero beach south--florida ridge,fl,48103,831,53764,767,32409,928
sebring--avon park,fl,35298,573,40060,462,25899,748
sedalia,mo,37177,675,47422,647,26571,708
sedona,az,55010,1173,62188,1154,35057,1206
seguin,tx,38439,740,51402,677,27443,799
selma,al,24640,577,42097,548,17473,590
selma,ca,49007,1009,63611,1178,30950,879
selmer,tn,24147,532,41458,510,20660,556
seminole,ok,35174,569,39360,481,23782,617
seminole,tx,49077,662,54074,578,40130,727
senatobia,ms,42929,686,65368,795,29500,632
seneca,sc,37299,647,54852,578,25390,701
sequim,wa,45589,922,52019,842,32734,973
sevierville,tn,38580,729,53330,699,28750,739
seville,oh,58294,876,64737,908,41250,813
seward,ne,58300,770,78036,897,27903,659
seymour,in,44387,748,56969,779,29839,730
seymour (outagamie county),wi,46375,716,72969,994,21755,605
shady cove,or,31454,785,41583,713,30188,1119
shady side--deale,md,93643,1819,99732,1858,59643,1531
shafter,ca,39991,909,58718,1098,25865,800
shallowater,tx,67917,916,79342,990,34939,768
shamokin--mount carmel,pa,34663,572,43557,551,21815,592
shannondale,wv,71310,1248,82824,1187,44148,1373
shawano,wi,43600,649,53609,739,30807,608
shawnee,ok,38192,658,50841,640,27840,668
sheboygan,wi,50775,781,64670,921,32295,670
shelby,mt,43333,565,56875,635,32695,549
shelby,nc,36215,713,50392,721,22878,707
shelby,oh,42368,693,50359,723,29177,639
shelbyville,il,37256,620,52934,653,22782,470
shelbyville,in,50207,768,64014,796,31450,749
shelbyville,ky,52669,846,70914,898,33763,810
shelbyville,tn,38230,759,52510,851,32511,731
sheldon,ia,49967,714,61348,828,35363,660
shelley,id,57500,859,63529,911,43833,754
shelton,wa,47270,926,59654,974,33020,886
shenandoah,ia,40093,635,54181,686,17170,596
shenandoah--mahanoy city--frackville,pa,35468,570,41280,529,22757,675
shepherdstown,wv--md,59413,898,74659,998,41406,805
sheridan,ar,44583,724,58359,704,30577,737
sheridan,in,47557,780,63571,851,28152,692
sheridan,or,47566,957,61223,1074,28988,796
sheridan,wy,52337,843,67016,904,35076,803
sherman,tx,44222,792,56214,765,32749,810
shippensburg,pa,40676,952,58214,1020,26652,924
shiprock,nm,31368,350,40417,245,27826,472
show low,az,43486,761,51701,633,23273,828
shreveport,la,42105,813,60217,813,26626,813
sibley,ia,49906,532,57833,474,40625,586
sidney,mt,60929,756,79073,584,39459,844
sidney,ne,60336,835,72045,936,35365,671
sidney,ny,36934,754,68333,839,21241,672
sidney,oh,46880,722,60611,777,34873,699
sierra view--indian mountain lake,pa,62042,1229,65964,1222,38667,1263
sierra vista,az,58172,933,72639,947,41042,922
sikeston,mo,39106,618,47193,591,23068,638
siler city,nc,27322,618,43333,558,21275,641
siloam springs,ar--ok,46192,740,57223,827,31805,703
silsbee,tx,38944,589,44904,481,27892,715
silt,co,56695,1293,62697,1338,40938,1257
silver city,nm,37595,608,50455,537,21853,642
silver creek,ny,55217,768,60976,740,40870,785
silver lakes,ca,71350,1289,74628,1153,55594,1428
silverthorne--frisco,co,69111,1391,86594,1429,48341,1357
silverton,or,60761,981,76463,1121,37984,905
simi valley,ca,93151,2075,109236,2224,60226,1835
sinton,tx,45577,675,56906,567,37612,689
sioux center,ia,70577,830,82240,976,27639,721
sioux city,ia--ne--sd,50618,758,63512,794,30704,733
sioux falls,sd,56591,881,77543,1063,32963,769
sissonville,wv,51164,498,52826,427,46168,812
sitka,ak,68242,1084,91071,1184,47944,1050
skaneateles,ny,79063,1177,102031,1415,39083,823
skiatook,ok,40331,845,50313,887,33674,836
skowhegan,me,29069,705,49727,670,19293,721
slaton,tx,38720,546,50693,426,24722,698
sleepy eye,mn,45417,612,65046,749,25504,566
slidell,la,61032,1009,71034,1032,34519,976
slippery rock,pa,29950,762,93641,990,21017,684
smithfield,nc,37576,823,55760,875,22479,795
smithfield,va,72863,1338,93838,1558,27451,953
smithton,il,73800,1165,86304,1234,48488,695
smithville,tn,37130,601,41087,566,26967,604
smithville,tx,49792,798,53594,681,29489,902
sneads ferry,nc,60047,1101,70345,1013,53988,1169
snoqualmie,wa,115665,2158,131951,2382,76083,1554
snowflake,az,53779,705,62957,598,28952,796
snyder,tx,52396,727,60746,729,41771,742
social circle,ga,51369,970,65775,961,21723,983
socorro,nm,33590,510,43566,471,20245,563
sodus,ny,36304,785,46759,825,23667,713
soldotna,ak,69367,1131,87667,1165,58869,1090
soledad,ca,55500,1296,70773,1338,37955,1220
solvang--buellton--santa ynez,ca,79045,1689,93938,1983,59583,1478
somerset,ky,34470,628,48050,655,16473,615
somerset,mi,65270,990,65345,1078,65244,915
somerset,pa,38205,652,55455,778,21662,561
somerset,wi,61833,1115,76196,1299,41897,918
somerton,az,35513,803,41060,893,20976,645
sonoma,ca,70654,1537,90377,1665,51842,1440
sonora,tx,61827,643,64408,669,59167,631
sonora--jamestown--phoenix lake,ca,55578,1075,69140,1154,32558,989
soperton,ga,35980,569,38750,482,29300,615
south bend,in--mi,45788,753,59228,766,27572,738
south boston,va,31696,636,42576,650,19713,625
south deerfield,ma,60924,1323,79844,1519,33642,1288
